Task_ID,Task_Duration_Days,Labor_Required,Equipment_Units,Material_Cost_USD,Start_Constraint,Risk_Level,Resource_Constraint_Score,Site_Constraint_Score,Dependency_Count,Cost_Per_Day,Labour_Intensity,Combined_Constraint_Score,Complexity_Score,Risk_Score,Composite_Risk_Index,Cost_Risk_Flag,Underestimated_Risk_Flag,Schedule_Critical_Flag,Priority_Score,Priority_Tier,Triple_Threat
T1108,21,19,2,39782.5,11,Low,0.24,0.55,3,1894.4,9.5,0.395,0.438,1,0.377,False,False,False,0.377,P3 - Standard Review,False
T1109,47,7,7,17103.42,17,Low,0.86,0.62,1,363.9,1.0,0.74,0.508,1,0.467,False,False,False,0.352,P3 - Standard Review,False
T1110,73,12,3,73702.2,29,Medium,0.23,0.38,3,1009.62,4.0,0.305,0.645,2,0.588,False,False,True,0.511,P2 - Monitor Closely,False
T1111,53,15,3,21674.26,6,Low,0.49,0.83,3,408.95,5.0,0.66,0.661,1,0.497,False,False,False,0.477,P3 - Standard Review,False
T1112,9,5,2,6797.97,19,High,0.63,0.21,2,755.33,2.5,0.42,0.316,3,0.679,False,False,False,0.427,P3 - Standard Review,False
T1113,74,15,4,55684.25,23,Low,0.32,0.64,1,752.49,3.75,0.48,0.552,1,0.428,False,False,False,0.348,P3 - Standard Review,False
T1114,52,8,8,59927.74,22,Medium,0.8,0.1,1,1152.46,1.0,0.45,0.444,2,0.557,False,False,False,0.374,P3 - Standard Review,False
T1115,57,10,1,87319.39,6,Medium,0.21,0.84,4,1531.92,10.0,0.525,0.714,2,0.653,False,False,False,0.593,P2 - Monitor Closely,False
T1116,26,16,1,58121.18,8,Medium,0.33,0.19,4,2235.43,16.0,0.26,0.495,2,0.534,False,False,False,0.492,P3 - Standard Review,False
T1117,41,8,5,35202.6,0,Low,0.66,0.18,0,858.6,1.6,0.42,0.31,1,0.344,False,False,False,0.217,P4 - Low Priority,False
T1118,35,1,5,80498.18,25,Low,0.77,0.37,3,2299.95,0.2,0.57,0.553,1,0.447,False,False,False,0.434,P3 - Standard Review,False
T1119,63,12,1,54487.61,5,High,0.93,0.4,2,864.88,12.0,0.665,0.633,3,0.823,False,False,False,0.564,P2 - Monitor Closely,False
T1120,25,5,6,8848.75,5,Low,0.76,0.27,4,353.95,0.83,0.515,0.567,1,0.44,False,False,False,0.468,P3 - Standard Review,False
T1121,75,3,1,57019.21,21,High,0.74,0.57,1,760.26,3.0,0.655,0.609,3,0.814,False,False,False,0.517,P2 - Monitor Closely,False
T1122,38,1,5,90893.84,28,Medium,0.52,0.45,0,2391.94,0.2,0.485,0.316,2,0.525,False,False,False,0.294,P4 - Low Priority,False
T1123,2,4,9,40234.95,11,Medium,0.2,0.13,2,20117.47,0.44,0.165,0.208,2,0.429,False,False,False,0.341,P3 - Standard Review,False
T1124,7,8,5,30336.25,21,Medium,0.3,0.36,1,4333.75,1.6,0.33,0.205,2,0.461,False,False,False,0.282,P4 - Low Priority,False
T1125,82,3,6,15203.48,11,Low,0.63,0.75,1,185.41,0.5,0.69,0.651,1,0.5,False,False,False,0.401,P3 - Standard Review,False
T1126,34,10,8,15993.11,9,Medium,0.74,0.65,3,470.39,1.25,0.695,0.586,2,0.648,False,False,False,0.519,P2 - Monitor Closely,False
T1127,17,2,1,43844.38,22,High,0.53,0.68,3,2579.08,2.0,0.605,0.483,3,0.766,False,False,False,0.545,P2 - Monitor Closely,False
T1128,43,11,2,59972.3,29,Low,0.78,0.66,4,1394.7,5.5,0.72,0.709,1,0.523,False,True,False,0.539,P2 - Monitor Closely,False
T1129,59,10,9,8980.93,25,High,0.62,0.35,4,152.22,1.11,0.485,0.711,3,0.81,False,False,False,0.652,P2 - Monitor Closely,False
T1130,51,14,3,94017.29,5,Low,0.26,0.18,1,1843.48,4.67,0.22,0.37,1,0.322,False,False,False,0.263,P4 - Low Priority,False
T1131,54,7,6,75758.23,16,Low,0.35,0.32,1,1402.93,1.17,0.335,0.418,1,0.359,False,False,False,0.289,P4 - Low Priority,False
T1132,24,2,5,59075.77,18,Low,0.87,0.77,4,2461.49,0.4,0.82,0.654,1,0.527,False,False,False,0.529,P2 - Monitor Closely,False
T1133,25,9,2,83015.43,17,High,0.78,0.88,4,3320.62,4.5,0.83,0.661,3,0.864,True,False,False,0.668,P2 - Monitor Closely,False
T1134,71,16,7,8938.49,5,Low,0.92,0.5,1,125.89,2.29,0.71,0.607,1,0.491,False,False,False,0.386,P3 - Standard Review,False
T1135,52,13,4,48207.05,23,High,0.29,0.11,2,927.06,3.25,0.2,0.444,3,0.673,False,False,False,0.457,P3 - Standard Review,False
T1136,70,9,1,63379.22,18,High,0.99,0.21,1,905.42,9.0,0.6,0.57,3,0.791,False,False,False,0.498,P3 - Standard Review,False
T1137,88,4,4,83036.64,9,Low,0.37,0.36,2,943.6,1.0,0.365,0.655,1,0.436,False,False,False,0.415,P3 - Standard Review,False
T1138,33,10,6,78563.49,23,Low,0.21,0.56,2,2380.71,1.67,0.385,0.414,1,0.368,False,False,False,0.331,P3 - Standard Review,False
T1139,49,12,7,28429.86,7,Medium,1.0,0.16,1,580.2,1.71,0.58,0.469,2,0.59,False,False,False,0.392,P3 - Standard Review,False
T1140,29,17,7,94147.14,20,Low,0.42,0.85,0,3246.45,2.43,0.635,0.321,1,0.39,False,False,False,0.243,P4 - Low Priority,False
T1141,63,14,7,13310.24,23,Medium,0.73,0.39,4,211.27,2.0,0.56,0.751,2,0.671,False,False,False,0.607,P2 - Monitor Closely,False
T1142,22,14,3,87638.23,5,Low,0.34,0.83,3,3983.56,4.67,0.585,0.499,1,0.433,False,False,False,0.419,P3 - Standard Review,False
T1143,26,2,6,97123.08,20,Low,0.66,0.72,1,3735.5,0.33,0.69,0.399,1,0.424,False,False,False,0.315,P3 - Standard Review,False
T1144,28,11,8,18538.2,24,Medium,0.92,0.7,2,662.08,1.38,0.81,0.519,2,0.651,False,False,False,0.467,P3 - Standard Review,False
T1145,85,16,4,72484.54,29,Low,0.46,0.59,1,852.76,4.0,0.525,0.615,1,0.456,False,False,False,0.375,P3 - Standard Review,False
T1146,49,19,8,4988.27,6,Low,0.74,0.6,4,101.8,2.38,0.67,0.721,1,0.517,False,True,False,0.537,P2 - Monitor Closely,False
T1147,71,6,2,41136.86,23,Low,0.35,0.61,2,579.39,3.0,0.48,0.613,1,0.447,False,False,False,0.408,P3 - Standard Review,False
T1148,81,19,9,52112.05,0,Low,0.7,0.6,3,643.36,2.11,0.65,0.784,1,0.532,False,True,True,0.523,P2 - Monitor Closely,False
T1149,84,5,9,58483.88,26,Medium,0.47,0.54,3,696.24,0.56,0.505,0.754,2,0.661,False,False,True,0.567,P2 - Monitor Closely,False
T1150,49,4,8,93657.79,17,High,0.37,0.89,3,1911.38,0.5,0.63,0.634,3,0.816,True,False,False,0.601,P2 - Monitor Closely,False
T1151,20,15,1,67552.82,23,Low,0.45,0.69,0,3377.64,15.0,0.57,0.261,1,0.359,False,False,False,0.216,P4 - Low Priority,False
T1152,86,4,2,48646.52,27,Medium,0.34,0.72,2,565.66,2.0,0.53,0.696,2,0.648,False,False,False,0.509,P2 - Monitor Closely,False
T1153,63,10,6,81157.83,24,Medium,0.92,0.8,2,1288.22,1.67,0.86,0.691,2,0.713,False,False,False,0.536,P2 - Monitor Closely,False
T1154,61,3,5,95102.75,19,Low,0.52,0.27,0,1559.06,0.6,0.395,0.393,1,0.364,False,False,False,0.247,P4 - Low Priority,False
T1155,49,5,9,3184.55,11,Low,0.4,0.17,2,64.99,0.56,0.285,0.456,1,0.36,False,False,False,0.333,P3 - Standard Review,False
T1156,71,6,5,98269.61,15,High,0.56,0.49,0,1384.08,1.2,0.525,0.477,3,0.748,True,False,False,0.421,P3 - Standard Review,False
T1157,1,8,2,9527.08,9,Medium,0.46,0.51,1,9527.08,4.0,0.485,0.225,2,0.498,False,False,False,0.313,P3 - Standard Review,False
T1158,13,7,4,81624.29,26,Medium,0.8,0.76,4,6278.79,1.75,0.78,0.592,2,0.667,False,False,False,0.578,P2 - Monitor Closely,False
T1159,87,10,9,28753.14,9,Medium,0.98,0.46,3,330.5,1.11,0.72,0.832,2,0.727,False,False,True,0.612,P2 - Monitor Closely,False
T1160,51,6,1,14085.79,13,Low,0.55,0.56,0,276.19,6.0,0.555,0.396,1,0.396,False,False,False,0.258,P4 - Low Priority,False
T1161,56,14,1,44545.71,24,Medium,0.89,0.52,0,795.46,14.0,0.705,0.463,2,0.613,False,False,False,0.363,P3 - Standard Review,False
T1162,83,4,7,64751.7,19,Medium,0.65,0.13,0,780.14,0.57,0.39,0.49,2,0.558,False,False,False,0.347,P3 - Standard Review,False
T1163,62,13,3,38714.23,9,Medium,0.33,0.59,1,624.42,4.33,0.46,0.492,2,0.573,False,False,False,0.391,P3 - Standard Review,False
T1164,32,17,2,6401.98,9,Low,0.75,0.76,0,200.06,8.5,0.755,0.37,1,0.429,False,False,False,0.265,P4 - Low Priority,False
T1165,30,7,9,60346.65,25,Low,0.61,0.23,4,2011.56,0.78,0.42,0.561,1,0.419,False,False,False,0.462,P3 - Standard Review,False
T1166,29,4,3,90337.92,24,Low,0.72,0.58,4,3115.1,1.33,0.65,0.625,1,0.484,False,False,False,0.506,P2 - Monitor Closely,False
T1167,49,14,2,38938.32,10,High,0.91,0.57,3,794.66,7.0,0.74,0.667,3,0.848,False,False,False,0.62,P2 - Monitor Closely,False
T1168,45,3,8,22416.94,22,Low,0.55,0.23,1,498.15,0.38,0.39,0.394,1,0.363,False,False,False,0.282,P4 - Low Priority,False
T1169,30,5,6,44815.16,1,Low,0.92,0.2,4,1493.84,0.83,0.56,0.603,1,0.46,False,False,False,0.488,P3 - Standard Review,False
T1170,16,16,6,5787.91,24,Low,0.8,0.88,2,361.74,2.67,0.84,0.474,1,0.477,False,False,False,0.385,P3 - Standard Review,False
T1171,40,4,7,82228.27,19,Low,0.59,0.41,2,2055.71,0.57,0.5,0.48,1,0.411,False,False,False,0.364,P3 - Standard Review,False
T1172,19,2,7,82807.74,7,Medium,0.68,0.28,2,4358.3,0.29,0.48,0.379,2,0.543,False,False,False,0.396,P3 - Standard Review,False
T1173,18,18,6,59212.05,29,Medium,0.46,0.24,0,3289.56,3.0,0.35,0.186,2,0.459,False,False,False,0.237,P4 - Low Priority,False
T1174,1,19,4,35957.19,22,Medium,0.99,0.63,0,35957.19,4.75,0.81,0.247,2,0.569,False,False,False,0.364,P3 - Standard Review,False
T1175,78,19,9,80178.55,28,Low,0.73,0.59,2,1027.93,2.11,0.66,0.699,1,0.508,False,False,False,0.455,P3 - Standard Review,False
T1176,47,17,6,55914.02,6,Medium,0.24,0.61,3,1189.66,2.83,0.425,0.564,2,0.588,False,False,False,0.491,P3 - Standard Review,False
T1177,66,14,4,82767.3,7,Low,0.46,0.17,3,1254.05,3.5,0.315,0.616,1,0.414,False,False,True,0.435,P3 - Standard Review,False
T1178,38,19,3,63514.42,0,Low,0.7,0.81,0,1671.43,6.33,0.755,0.397,1,0.437,False,False,False,0.278,P4 - Low Priority,False
T1179,51,13,4,78656.14,20,Low,0.25,0.41,2,1542.28,3.25,0.33,0.478,1,0.376,False,False,False,0.348,P3 - Standard Review,False
T1180,63,12,3,60257.74,1,Low,0.22,0.35,3,956.47,4.0,0.285,0.594,1,0.402,False,False,False,0.424,P3 - Standard Review,False
T1181,4,6,2,41999.97,17,Low,0.56,0.47,0,10499.99,3.0,0.515,0.172,1,0.321,False,False,False,0.193,P4 - Low Priority,False
T1182,1,4,5,95836.64,14,Medium,0.47,0.41,2,95836.64,0.8,0.44,0.286,2,0.507,False,False,False,0.549,P2 - Monitor Closely,False
T1183,8,19,2,54570.27,0,Medium,0.55,0.79,1,6821.28,9.5,0.67,0.312,2,0.561,False,False,False,0.354,P3 - Standard Review,False
T1184,29,16,6,60903.86,4,High,0.41,0.84,2,2100.13,2.67,0.625,0.468,3,0.765,False,False,False,0.502,P2 - Monitor Closely,False
T1185,55,13,3,22828.28,1,Low,0.33,0.34,2,415.06,4.33,0.335,0.498,1,0.383,False,False,False,0.354,P3 - Standard Review,False
T1186,3,4,6,62939.43,19,Low,0.75,0.79,4,20979.81,0.67,0.77,0.544,1,0.484,False,False,False,0.523,P2 - Monitor Closely,False
T1187,32,17,9,57589.16,2,Low,0.61,0.73,4,1799.66,1.89,0.67,0.645,1,0.494,False,False,False,0.513,P2 - Monitor Closely,False
T1188,10,1,1,19299.0,18,High,0.36,0.84,1,1929.9,1.0,0.6,0.3,3,0.71,False,False,False,0.401,P3 - Standard Review,False
T1189,74,18,6,6899.12,17,Medium,0.46,0.3,1,93.23,3.0,0.38,0.522,2,0.566,False,False,False,0.395,P3 - Standard Review,False
T1190,83,17,9,60831.57,28,Medium,0.67,0.56,2,732.91,1.89,0.615,0.708,2,0.669,False,False,False,0.521,P2 - Monitor Closely,False
T1191,34,15,4,76605.53,21,Low,0.26,0.32,3,2253.1,3.75,0.29,0.465,1,0.364,False,False,False,0.379,P3 - Standard Review,False
T1192,87,11,2,52816.74,17,Medium,0.32,0.76,1,607.09,5.5,0.54,0.628,2,0.63,False,False,False,0.448,P3 - Standard Review,False
T1193,55,13,4,23450.49,13,Low,0.26,0.1,2,426.37,3.25,0.18,0.451,1,0.338,False,False,False,0.324,P3 - Standard Review,False
T1194,32,1,1,66985.68,29,Medium,0.85,0.55,0,2093.3,1.0,0.7,0.354,2,0.58,False,False,False,0.325,P3 - Standard Review,False
T1195,50,17,3,8930.47,23,High,0.8,0.37,4,178.61,5.67,0.585,0.7,3,0.827,False,False,False,0.656,P2 - Monitor Closely,False
T1196,7,6,9,44741.54,7,High,0.8,0.36,3,6391.65,0.67,0.58,0.43,3,0.745,False,False,False,0.531,P2 - Monitor Closely,False
T1197,8,4,5,17173.31,28,Medium,0.77,0.62,2,2146.66,0.8,0.695,0.394,2,0.591,False,False,False,0.414,P3 - Standard Review,False
T1198,65,16,6,19261.45,29,Low,0.74,0.78,0,296.33,2.67,0.76,0.52,1,0.475,False,False,False,0.321,P3 - Standard Review,False
T1199,57,15,3,21027.1,11,High,0.58,0.59,4,368.9,5.0,0.585,0.732,3,0.837,False,False,False,0.669,P2 - Monitor Closely,False
T1200,67,15,5,39284.0,20,Medium,0.71,0.78,0,586.33,3.0,0.745,0.525,2,0.64,False,False,False,0.388,P3 - Standard Review,False
T1201,88,6,8,6063.87,9,Low,0.23,0.31,2,68.91,0.75,0.27,0.627,1,0.409,False,False,False,0.395,P3 - Standard Review,False
T1202,87,15,6,40381.55,22,Low,0.7,0.52,1,464.16,2.5,0.61,0.649,1,0.483,False,False,False,0.394,P3 - Standard Review,False
T1203,59,14,4,51659.04,19,Low,0.82,0.46,4,875.58,3.5,0.64,0.757,1,0.522,False,True,False,0.55,P2 - Monitor Closely,False
T1204,72,11,2,48846.13,16,Low,0.6,0.11,0,678.42,5.5,0.355,0.43,1,0.367,False,False,False,0.256,P4 - Low Priority,False
T1205,54,7,9,38895.63,10,Low,0.49,0.55,1,720.29,0.78,0.52,0.474,1,0.413,False,False,False,0.323,P3 - Standard Review,False
T1206,67,9,1,84075.51,1,Medium,0.42,0.63,3,1254.86,9.0,0.525,0.684,2,0.644,False,False,True,0.544,P2 - Monitor Closely,False
T1207,51,16,1,15387.34,25,Low,0.71,0.57,2,301.71,16.0,0.64,0.571,1,0.466,False,False,False,0.405,P3 - Standard Review,False
T1208,8,5,4,51063.98,25,Low,0.75,0.69,2,6383.0,1.25,0.72,0.402,1,0.431,False,False,False,0.361,P3 - Standard Review,False
T1209,34,10,7,7142.1,3,Medium,0.9,0.56,4,210.06,1.43,0.73,0.672,2,0.681,False,False,False,0.591,P2 - Monitor Closely,False
T1210,35,18,1,8044.41,0,High,0.47,0.15,0,229.84,18.0,0.31,0.25,3,0.637,False,False,False,0.318,P3 - Standard Review,False
T1211,88,3,9,57812.72,14,Medium,0.82,0.19,3,656.96,0.33,0.505,0.772,2,0.666,False,False,True,0.573,P2 - Monitor Closely,False
T1212,78,13,4,57035.82,12,Low,0.65,0.58,4,731.23,3.25,0.615,0.835,1,0.54,False,True,True,0.576,P2 - Monitor Closely,False
T1213,32,11,3,87925.32,7,High,0.91,0.32,4,2747.67,3.67,0.615,0.628,3,0.811,True,False,False,0.637,P2 - Monitor Closely,False
T1214,46,17,1,56229.49,24,High,0.62,0.16,0,1222.38,17.0,0.39,0.324,3,0.675,False,False,False,0.354,P3 - Standard Review,False
T1215,16,13,4,96019.31,3,Low,0.61,0.44,3,6001.21,3.25,0.525,0.454,1,0.408,False,False,False,0.402,P3 - Standard Review,False
T1216,68,6,9,5820.79,9,Low,0.66,0.54,0,85.6,0.67,0.6,0.486,1,0.432,False,False,False,0.294,P4 - Low Priority,False
T1217,37,17,6,10702.76,18,Medium,0.8,0.36,2,289.26,2.83,0.58,0.49,2,0.596,False,False,False,0.437,P3 - Standard Review,False
T1218,54,13,6,5362.52,17,High,0.97,0.68,1,99.31,2.17,0.825,0.565,3,0.834,False,False,False,0.513,P2 - Monitor Closely,False
T1219,85,19,1,19342.41,4,High,0.26,0.62,2,227.56,19.0,0.44,0.664,3,0.787,False,False,False,0.556,P2 - Monitor Closely,False
T1220,14,19,2,54585.74,29,High,0.24,0.37,2,3898.98,9.5,0.305,0.304,3,0.652,False,False,False,0.42,P3 - Standard Review,False
T1221,55,10,6,64911.65,18,Medium,0.95,0.7,4,1180.21,1.67,0.825,0.795,2,0.737,False,False,False,0.646,P2 - Monitor Closely,False
T1222,48,3,2,5512.93,25,Medium,0.62,0.62,2,114.85,1.5,0.62,0.552,2,0.623,False,False,False,0.462,P3 - Standard Review,False
T1223,82,14,3,94651.12,22,Low,0.69,0.61,3,1154.28,4.67,0.65,0.789,1,0.533,False,True,True,0.525,P2 - Monitor Closely,False
T1224,7,19,4,84374.37,26,Low,0.59,0.54,2,12053.48,4.75,0.565,0.351,1,0.385,False,False,False,0.342,P3 - Standard Review,False
T1225,74,5,5,30364.64,21,Low,0.27,0.11,3,410.33,1.0,0.19,0.615,1,0.389,False,False,True,0.423,P3 - Standard Review,False
T1226,7,5,9,8641.57,15,Medium,0.81,0.66,0,1234.51,0.56,0.735,0.252,2,0.556,False,False,False,0.288,P4 - Low Priority,False
T1227,33,17,4,17818.82,0,Medium,0.8,0.4,4,539.96,4.25,0.6,0.628,2,0.642,False,False,False,0.565,P2 - Monitor Closely,False
T1228,23,10,9,13567.5,11,Medium,0.45,0.85,3,589.89,1.11,0.65,0.523,2,0.62,False,False,False,0.492,P3 - Standard Review,False
T1229,85,5,3,13205.09,23,Low,0.44,0.75,2,155.35,1.67,0.595,0.711,1,0.499,False,True,False,0.453,P3 - Standard Review,False
T1230,19,4,8,52337.61,1,Medium,0.87,0.57,4,2754.61,0.5,0.72,0.601,2,0.658,False,False,False,0.569,P2 - Monitor Closely,False
T1231,19,6,1,25338.9,20,Low,0.26,0.3,4,1333.63,6.0,0.28,0.469,1,0.363,False,False,False,0.415,P3 - Standard Review,False
T1232,36,4,9,36455.83,24,Low,0.9,0.26,3,1012.66,0.44,0.58,0.561,1,0.451,False,False,False,0.435,P3 - Standard Review,False
T1233,29,7,9,98961.03,7,Medium,0.41,0.37,3,3412.45,0.78,0.39,0.472,2,0.553,False,False,False,0.459,P3 - Standard Review,False
T1234,60,7,2,68747.11,17,Medium,0.67,0.48,1,1145.79,3.5,0.575,0.517,2,0.603,False,False,False,0.41,P3 - Standard Review,False
T1235,82,18,4,94949.09,24,High,0.95,0.34,1,1157.92,4.5,0.645,0.637,3,0.82,True,False,False,0.527,P2 - Monitor Closely,False
T1236,2,3,8,15113.1,15,Low,0.74,0.51,4,7556.55,0.38,0.625,0.496,1,0.44,False,False,False,0.466,P3 - Standard Review,False
T1237,1,1,7,38831.81,4,Low,0.53,0.23,1,38831.81,0.14,0.38,0.193,1,0.301,False,False,False,0.287,P4 - Low Priority,False
T1238,47,4,1,55918.45,25,Low,0.75,0.88,2,1189.75,4.0,0.815,0.606,1,0.511,False,False,False,0.433,P3 - Standard Review,False
T1239,69,6,5,8599.05,29,Low,0.48,0.19,0,124.62,1.2,0.335,0.411,1,0.357,False,False,False,0.246,P4 - Low Priority,False
T1240,20,9,7,1414.56,21,High,0.42,0.85,4,70.73,1.29,0.635,0.58,3,0.801,False,False,False,0.616,P2 - Monitor Closely,False
T1241,11,14,4,67373.0,12,Medium,1.0,0.83,0,6124.82,3.5,0.915,0.324,2,0.614,False,False,False,0.339,P3 - Standard Review,False
T1242,2,12,1,64540.13,18,High,0.8,0.52,1,32270.06,12.0,0.66,0.282,3,0.717,False,False,False,0.462,P3 - Standard Review,False
T1243,67,4,9,41668.09,28,Low,0.72,0.68,3,621.91,0.44,0.7,0.736,1,0.527,False,True,True,0.509,P2 - Monitor Closely,False
T1244,87,12,5,49474.76,2,High,0.48,0.45,4,568.68,2.4,0.465,0.831,3,0.842,False,False,True,0.696,P2 - Monitor Closely,False
T1245,12,10,2,42128.86,25,Low,0.24,0.6,1,3510.74,5.0,0.42,0.255,1,0.327,False,False,False,0.239,P4 - Low Priority,False
T1246,20,7,8,3376.5,7,High,0.22,0.37,2,168.82,0.88,0.295,0.328,3,0.657,False,False,False,0.42,P3 - Standard Review,False
T1247,5,3,2,34201.79,26,Low,0.64,0.34,4,6840.36,1.5,0.49,0.469,1,0.405,False,False,False,0.444,P3 - Standard Review,False
T1248,37,14,3,18531.14,25,Low,0.81,0.56,4,500.84,4.67,0.685,0.672,1,0.505,False,False,False,0.521,P2 - Monitor Closely,False
T1249,38,10,1,10743.99,25,Medium,0.63,0.5,3,282.74,10.0,0.565,0.565,2,0.616,False,False,False,0.501,P2 - Monitor Closely,False
T1250,9,16,2,95715.32,11,High,0.87,0.56,4,10635.04,8.0,0.715,0.555,3,0.81,True,False,False,0.635,P2 - Monitor Closely,False
T1251,53,16,7,60336.61,1,Low,0.23,0.33,3,1138.43,2.29,0.28,0.547,1,0.387,False,False,False,0.406,P3 - Standard Review,False
T1252,44,10,2,73136.97,10,Low,0.49,0.39,1,1662.2,5.0,0.44,0.405,1,0.376,False,False,False,0.293,P4 - Low Priority,False
T1253,86,13,6,32221.01,11,High,0.39,0.17,2,374.66,2.17,0.28,0.621,3,0.742,False,False,False,0.528,P2 - Monitor Closely,False
T1254,24,6,3,39921.57,27,Low,0.56,0.14,2,1663.4,2.0,0.35,0.363,1,0.346,False,False,False,0.308,P3 - Standard Review,False
T1255,81,12,4,24455.48,17,Low,0.26,0.3,4,301.92,3.0,0.28,0.748,1,0.447,False,True,True,0.516,P2 - Monitor Closely,False
T1256,74,9,8,10599.6,12,Low,0.96,0.16,4,143.24,1.12,0.56,0.801,1,0.519,False,True,True,0.558,P2 - Monitor Closely,False
T1257,30,13,3,18724.13,4,Low,0.38,0.18,1,624.14,4.33,0.28,0.294,1,0.311,False,False,False,0.237,P4 - Low Priority,False
T1258,59,4,6,79953.89,21,High,0.94,0.75,3,1355.15,0.67,0.845,0.744,3,0.892,True,False,False,0.658,P2 - Monitor Closely,False
T1259,87,11,1,68077.03,11,Medium,0.54,0.13,2,782.49,11.0,0.335,0.642,2,0.593,False,False,False,0.474,P3 - Standard Review,False
T1260,81,18,7,55145.96,1,Medium,0.99,0.63,3,680.81,2.57,0.81,0.832,2,0.745,False,False,True,0.62,P2 - Monitor Closely,False
T1261,81,11,8,48033.9,4,High,0.64,0.32,1,593.01,1.38,0.48,0.583,3,0.771,False,False,False,0.493,P3 - Standard Review,False
T1262,14,4,8,92320.99,6,Low,0.94,0.8,2,6594.36,0.5,0.87,0.474,1,0.483,False,False,False,0.4,P3 - Standard Review,False
T1263,9,18,3,8200.76,25,Low,0.2,0.49,2,911.2,6.0,0.345,0.294,1,0.324,False,False,False,0.28,P4 - Low Priority,False
T1264,40,1,1,28779.48,25,Low,0.8,0.34,0,719.49,1.0,0.57,0.351,1,0.386,False,False,False,0.244,P4 - Low Priority,False
T1265,66,7,9,35643.85,23,Low,0.92,0.51,1,540.06,0.78,0.715,0.586,1,0.485,False,False,False,0.379,P3 - Standard Review,False
T1266,25,6,6,78460.16,11,Low,0.31,0.41,1,3138.41,1.0,0.36,0.295,1,0.327,False,False,False,0.249,P4 - Low Priority,False
T1267,73,15,9,99258.95,15,High,0.28,0.55,0,1359.71,1.67,0.415,0.453,3,0.719,True,False,False,0.404,P3 - Standard Review,False
T1268,22,18,7,24826.38,22,Medium,0.54,0.19,3,1128.47,2.57,0.365,0.433,2,0.536,False,False,False,0.438,P3 - Standard Review,False
T1269,4,11,1,87556.43,7,Low,0.95,0.9,0,21889.11,11.0,0.925,0.295,1,0.44,False,False,False,0.295,P4 - Low Priority,False
T1270,26,15,1,83231.65,29,Medium,0.63,0.44,1,3201.22,15.0,0.535,0.352,2,0.546,False,False,False,0.351,P3 - Standard Review,False
T1271,58,16,6,23241.08,27,Medium,0.62,0.38,3,400.71,2.67,0.5,0.636,2,0.624,False,False,False,0.522,P2 - Monitor Closely,False
T1272,29,7,5,40533.93,8,High,0.31,0.67,2,1397.72,1.4,0.49,0.427,3,0.726,False,False,False,0.475,P3 - Standard Review,False
T1273,87,10,9,41557.61,14,High,0.2,0.39,0,477.67,1.11,0.295,0.48,3,0.703,False,False,False,0.402,P3 - Standard Review,False
T1274,37,12,2,97843.85,4,Medium,0.85,0.77,3,2644.43,6.0,0.81,0.634,2,0.686,False,False,False,0.551,P2 - Monitor Closely,False
T1275,75,14,8,18908.3,12,Medium,0.27,0.46,3,252.11,1.75,0.365,0.672,2,0.608,False,False,True,0.524,P2 - Monitor Closely,False
T1276,70,5,5,80116.64,4,Medium,0.71,0.68,3,1144.52,1.0,0.695,0.748,2,0.697,False,False,True,0.581,P2 - Monitor Closely,False
T1277,18,18,2,34085.08,10,Medium,0.93,0.19,0,1893.62,9.0,0.56,0.249,2,0.52,False,False,False,0.274,P4 - Low Priority,False
T1278,85,5,6,73356.16,9,Low,0.37,0.78,2,863.01,0.83,0.575,0.705,1,0.493,False,True,False,0.45,P3 - Standard Review,False
T1279,42,3,8,42581.09,19,Low,0.73,0.69,3,1013.84,0.38,0.71,0.627,1,0.497,False,False,False,0.47,P3 - Standard Review,False
T1280,41,5,4,58257.62,12,Medium,0.26,0.27,0,1420.92,1.25,0.265,0.264,2,0.466,False,False,False,0.255,P4 - Low Priority,False
T1281,38,17,2,83428.57,8,Low,0.68,0.22,1,2195.49,8.5,0.45,0.381,1,0.371,False,False,False,0.286,P4 - Low Priority,False
T1282,34,19,5,80612.39,20,Low,0.33,0.35,0,2370.95,3.8,0.34,0.255,1,0.311,False,False,False,0.193,P4 - Low Priority,False
T1283,17,19,2,86775.9,13,Medium,0.79,0.88,0,5104.46,9.5,0.835,0.327,2,0.598,False,False,False,0.332,P3 - Standard Review,False
T1284,37,12,2,6902.12,17,Low,0.44,0.31,0,186.54,6.0,0.375,0.279,1,0.325,False,False,False,0.2,P4 - Low Priority,False
T1285,25,9,6,69513.0,14,Medium,0.57,0.46,3,2780.52,1.5,0.515,0.492,2,0.584,False,False,False,0.475,P3 - Standard Review,False
T1286,76,1,9,14858.75,9,Medium,0.68,0.12,0,195.51,0.11,0.4,0.462,2,0.552,False,False,False,0.337,P3 - Standard Review,False
T1287,87,18,4,42166.04,23,High,0.34,0.42,1,484.67,4.5,0.38,0.58,3,0.75,False,False,False,0.484,P3 - Standard Review,False
T1288,86,4,6,55310.25,6,Low,0.79,0.56,3,643.14,0.67,0.675,0.814,1,0.546,False,True,True,0.536,P2 - Monitor Closely,False
T1289,85,10,7,40871.21,7,Low,0.44,0.86,1,480.84,1.43,0.65,0.652,1,0.492,False,False,False,0.398,P3 - Standard Review,False
T1290,27,7,6,52441.56,27,Medium,0.73,0.51,4,1942.28,1.17,0.62,0.607,2,0.639,False,False,False,0.561,P2 - Monitor Closely,False
